Customer ID,Referred a Friend,Tenure_in_months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,City,Zip Code,Churn Value,CLTV,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction (based  on service calls),Service issue topic,Average Speed of answer in seconds,Acquisition_id,Acquisition Cost,Retenion_cost_per_customer
1422-DGUBX,Yes,32,,Yes,43.11,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,79.25,2619.15,16.96,471,1379.52,Male,64,Sacramento,95832,0,2735,0,0,3.285714286,Contract related,98,3,20,5.4
6000-UKLWI,No,41,,Yes,36.76,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.15,802.35,29.95,0,1507.16,Male,46,Sacramento,95842,0,4982,0,0,5,Contract related,98,3,20,5.9
3266-FTKHB,No,17,,Yes,27.66,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.15,343.45,28.63,0,470.22,Male,35,Beale Afb,95903,0,2717,2,0,3,Contract related,98,3,20,4.3
8782-NUUOL,No,60,,Yes,35.13,No,Yes,Cable,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79,4801.1,0,0,2107.8,Male,62,Crescent Mills,95934,0,4807,0,0,4,Contract related,98,3,20,6.3
4609-KNNWG,Yes,27,,Yes,2.4,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,550.1,0,0,64.8,Female,36,Dunnigan,95937,0,4870,0,0,4,Contract related,98,3,20,5
2478-EEWWM,Yes,59,Offer B,No,0,No,Yes,DSL,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.3,2666.75,0,0,0,Male,21,Glenn,95943,0,5905,0,0,3.5,Contract related,98,3,20,6.3
9644-UMGQA,Yes,6,Offer E,Yes,34.7,No,Yes,DSL,51,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,295.65,0,0,208.2,Male,48,Penn Valley,95946,0,4076,1,0,3,Contract related,98,3,20,3.7
3094-JOJAI,No,18,,Yes,4.38,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,74.15,1387,0,277,78.84,Male,63,Maxwell,95955,0,2643,2,0,5,Contract related,98,3,20,4.3
2599-CZABP,Yes,14,Offer D,Yes,44.95,No,Yes,DSL,19,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,44.6,641.25,0,122,629.3,Male,57,Meridian,95957,0,4612,0,0,5,Contract related,98,3,20,4.3
7945-PRBVF,No,35,,Yes,17.2,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.45,705.45,0,0,602,Male,47,Nevada City,95959,0,3967,1,0,5,Contract related,98,3,20,5.4
5448-VWNAM,No,19,Offer D,Yes,8.02,Yes,Yes,Cable,57,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,75.9,1375.6,0,784,152.38,Female,49,Oroville,95966,0,4198,1,0,4,Contract related,98,3,20,4.3
1177-XZBJL,Yes,53,Offer B,Yes,37.57,Yes,Yes,Fiber Optic,15,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,64.15,3491.55,0,524,1991.21,Male,35,Palermo,95968,0,5570,0,0,3.857142857,Contract related,98,3,20,6.3
9330-VOFSZ,Yes,60,Offer B,Yes,30.23,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,110.8,6640.7,9.79,930,1813.8,Female,34,Princeton,95970,0,5942,0,0,3.714285714,Contract related,98,3,20,6.3
2911-IJORQ,No,37,,Yes,44.52,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.6,3358.65,8.96,0,1647.24,Male,42,Stirling City,95978,0,2546,2,0,3.142857143,Contract related,98,3,20,5.4
5998-DZLYR,Yes,61,Offer B,Yes,25.14,Yes,Yes,DSL,13,No,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.35,5703,29.88,0,1533.54,Female,55,Sutter,95982,0,4676,0,0,3.25,Contract related,98,3,20,7
4310-KEDTB,No,26,,No,0,No,Yes,Cable,27,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.8,786.5,10.28,21.24,0,Female,24,Yuba City,95993,0,3746,2,0,4,Contract related,98,3,20,5
2676-ISHSF,No,1,,Yes,29.19,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.3,20.3,0,0,29.19,Male,22,Anderson,96007,0,5203,0,0,4,Contract related,98,3,20,3.7
1353-LJWEM,No,11,Offer D,Yes,28.76,No,Yes,Fiber Optic,27,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.9,688.5,49.24,186,316.36,Male,23,Cottonwood,96022,0,2726,1,0,3,Contract related,98,3,20,4.3
4923-ADWXJ,No,25,,Yes,1.22,No,Yes,Fiber Optic,10,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,65.8,1679.65,29.29,168,30.5,Female,33,Igo,96047,0,3962,0,0,4.75,Contract related,98,3,20,5
1635-HDGFT,No,19,Offer D,Yes,35.45,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,398.55,24.07,0,673.55,Female,29,Manton,96059,0,4855,1,0,3.75,Contract related,98,3,20,4.3
8050-XGRVL,Yes,62,Offer B,Yes,32.92,No,Yes,Fiber Optic,71,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,54.75,3425.35,8.5,0,2041.04,Female,22,Millville,96062,0,5010,1,0,3.5,Contract related,98,3,20,7
4891-NLUBA,Yes,61,Offer B,No,0,No,Yes,DSL,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,61.45,3751.15,0,0,0,Female,46,Paynes Creek,96075,0,5063,0,0,4,Contract related,98,3,20,7
8969-PRHFK,No,18,Offer D,Yes,1.42,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,411.25,0,0,25.56,Male,32,Red Bluff,96080,0,4695,2,0,4.5,Contract related,98,3,20,4.3
8709-KRDVL,No,33,,Yes,16.57,Yes,Yes,Cable,30,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100,3320.6,0,996,546.81,Female,44,Scott Bar,96085,0,4643,1,0,4.333333333,Contract related,98,3,20,5.4
1548-FEHVL,Yes,61,,Yes,27.66,Yes,Yes,Cable,29,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.2,6375.2,0,1849,1687.26,Male,40,Weed,96094,0,6298,0,0,3,Contract related,98,3,20,7
3795-CAWEX,Yes,70,Offer A,Yes,40.77,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,116.55,8152.3,0,5788,2853.9,Male,21,Whitmore,96096,0,6116,1,0,3,Contract related,98,3,20,7
5647-URDKA,Yes,8,,Yes,11.57,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,130.25,0,0,92.56,Male,27,Alturas,96101,0,5962,2,0,4,Contract related,98,3,20,3.7
2188-SXWVT,No,34,Offer C,Yes,43.17,No,Yes,DSL,8,Yes,Yes,No,No,No,No,No,No,One Year,No,Credit Card,55,1885.15,0,151,1467.78,Female,31,Chilcoot,96105,0,4027,0,0,4,Contract related,98,3,20,5.4
2978-XXSOG,No,22,Offer D,Yes,32.75,Yes,Yes,DSL,24,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,1253.5,0,0,720.5,Female,33,Doyle,96109,0,3995,0,0,4,Contract related,98,3,20,5
9558-IHEZX,No,71,Offer A,Yes,2.93,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.75,7283.25,0,0,208.03,Female,57,Litchfield,96117,0,5610,0,0,3.818181818,Contract related,98,3,20,8
4955-VCWBI,Yes,43,,Yes,35.2,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20,817.95,0,0,1513.6,Female,51,Markleeville,96120,0,4882,2,0,3.545454545,Contract related,98,3,20,5.9
9696-RMYBA,No,5,,Yes,12.35,No,Yes,Cable,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.1,398.55,0,0,61.75,Male,56,Los Angeles,90003,0,5225,2,0,3,Contract related,98,3,20,3.7
9770-LXDBK,No,3,Offer E,Yes,14.79,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.4,63.15,0,0,44.37,Female,42,Los Angeles,90006,0,5695,1,0,4,Contract related,98,3,20,3.7
4086-WITJG,Yes,71,Offer A,Yes,14.86,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1301.1,0,0,1055.06,Male,53,Los Angeles,90007,0,4808,2,0,4,Contract related,98,3,20,8
1074-WVEVG,Yes,59,,Yes,31.43,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,1267,0,0,1854.37,Female,29,Los Angeles,90021,0,5757,2,0,5,Contract related,98,3,20,6.3
9979-RGMZT,No,7,Offer E,Yes,36.49,No,Yes,Fiber Optic,42,No,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,94.05,633.45,0,266,255.43,Female,20,Los Angeles,90022,0,5545,0,0,4.333333333,Contract related,98,3,20,3.7
4990-ALDGW,No,57,,Yes,38.73,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1118.8,0,0,2207.61,Male,37,Los Angeles,90033,0,6271,1,0,3.333333333,Contract related,98,3,20,6.3
4816-OKWNX,Yes,50,,Yes,36.21,No,Yes,Cable,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.4,5236.4,0,0,1810.5,Male,38,Los Angeles,90034,0,5437,2,0,3.666666667,Contract related,98,3,20,5.9
3315-IKYZQ,Yes,28,Offer C,No,0,No,Yes,DSL,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,50.8,1386.8,0,0,0,Male,42,Los Angeles,90035,0,3240,2,0,4,Contract related,98,3,20,5
4747-LCAQL,No,25,Offer C,Yes,7.55,No,Yes,Fiber Optic,71,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79,1902,0,1350,188.75,Male,28,Los Angeles,90037,0,5263,1,0,4.333333333,Contract related,98,3,20,5
8722-PRFDV,Yes,71,Offer A,Yes,48.76,No,Yes,Cable,71,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,77.55,5574.35,0,0,3461.96,Female,21,Los Angeles,90042,0,5097,0,0,5,Contract related,98,3,20,8
2164-SOQXL,Yes,20,,Yes,14.79,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,406.05,0,0,295.8,Female,31,Los Angeles,90043,0,2698,0,0,5,Contract related,98,3,20,4.3
0827-ITJPH,No,36,Offer C,Yes,8.5,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,18.55,689,0,0,306,Male,33,Los Angeles,90047,0,5703,2,0,5,Contract related,98,3,20,5.4
3967-KXAPS,Yes,72,Offer A,Yes,13.59,Yes,Yes,Cable,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,92.3,6719.9,0,336,978.48,Male,42,Los Angeles,90061,0,5136,2,0,3,Contract related,98,3,20,8
3704-IEAXF,Yes,72,,No,0,No,Yes,Cable,53,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,53.65,3784,0,0,0,Female,49,Los Angeles,90063,0,5498,2,0,3,Contract related,98,3,20,8
6810-VCAEX,No,47,Offer B,No,0,No,Yes,Cable,3,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39.65,1798.65,0,0,0,Female,57,Los Angeles,90064,0,4670,1,0,4,Contract related,98,3,20,5.9
0674-EYYZV,No,1,,Yes,36.33,No,Yes,Fiber Optic,4,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.65,54.65,0,0,36.33,Female,41,Los Angeles,90065,0,5882,0,0,3.5,Contract related,98,3,20,3.7
4480-MBMLB,No,36,Offer C,Yes,28.41,Yes,Yes,DSL,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.8,3886.45,0,15.55,1022.76,Female,52,Los Angeles,90066,0,5319,2,0,3,Contract related,98,3,20,5.4
1395-OFUWC,Yes,43,Offer B,No,0,No,Yes,Fiber Optic,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.3,1224.05,0,0,0,Male,44,Los Angeles,90067,0,4741,0,0,3,Contract related,98,3,20,5.9
2832-KJCRD,No,38,Offer C,Yes,23.95,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.65,3988.5,0,0,910.1,Female,22,Los Angeles,90071,0,2511,0,0,3,Contract related,98,3,20,5.4
4075-WKNIU,Yes,10,Offer E,Yes,5.59,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,73.35,733.5,0,433,55.9,Female,25,Bell,90201,0,2342,2,0,3,Contract related,98,3,20,3.7
5090-EMGTC,Yes,59,Offer B,Yes,45.75,No,Yes,Fiber Optic,11,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.05,6034.85,0,0,2699.25,Female,32,Beverly Hills,90210,0,4521,1,0,3,Contract related,98,3,20,6.3
9589-ABEPT,Yes,69,,Yes,3.08,Yes,Yes,Fiber Optic,20,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,92.45,6460.55,0,0,212.52,Male,47,El Segundo,90245,0,4452,2,0,4.090909091,Contract related,98,3,20,7
0305-SQECB,No,11,,No,0,No,Yes,Cable,17,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,0,68,0,Female,54,Gardena,90248,0,4265,1,0,4.272727273,Contract related,98,3,20,4.3
4526-RMTLL,No,8,Offer E,Yes,37.28,Yes,Yes,DSL,14,Yes,Yes,No,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card,76.15,645.8,0,90,298.24,Male,32,Maywood,90270,0,4457,0,0,5,Contract related,98,3,20,3.7
6253-GNHWH,Yes,71,,Yes,45.81,Yes,Yes,DSL,52,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,71.1,5224.95,0,2717,3252.51,Female,63,Pacific Palisades,90272,0,6090,2,0,5,Contract related,98,3,20,8
4566-NECEV,No,5,,Yes,39.13,Yes,Yes,Cable,20,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.55,500.1,0,0,195.65,Male,40,Palos Verdes Peninsula,90274,0,3787,0,0,5,Contract related,98,3,20,3.7
8080-POTJR,No,30,Offer C,Yes,6.74,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,79.3,2427.1,0,437,202.2,Female,59,Rancho Palos Verdes,90275,0,2655,2,0,5,Contract related,98,3,20,5
7878-RTCZG,No,1,,Yes,2.38,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,19.9,0,0,2.38,Female,55,Inglewood,90302,0,4050,0,0,5,Contract related,98,3,20,3.7
7103-IPXPJ,Yes,50,Offer B,Yes,26.06,Yes,Yes,Cable,18,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.4,5059.75,0,0,1303,Male,44,Inglewood,90305,0,6479,1,0,5,Contract related,98,3,20,5.9
2061-VVFST,Yes,37,,Yes,45.19,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,805.2,0,0,1672.03,Female,57,Whittier,90606,0,3924,2,0,4.2,Contract related,98,3,20,5.4
1272-ILHFG,Yes,15,Offer D,Yes,17.28,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,332.65,0,0,259.2,Male,48,La Habra,90631,0,5928,0,0,4.5,Contract related,98,3,20,4.3
0164-XAIRP,No,24,,Yes,10.64,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.55,470.2,0,0,255.36,Female,51,La Mirada,90638,0,2511,3,1,5,Contract related,98,3,20,5
4011-ARPHK,No,27,,Yes,18.51,No,Yes,Fiber Optic,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.35,1411.35,0,0,499.77,Male,59,Norwalk,90650,0,5578,3,0,3,Contract related,98,3,20,5
6365-HITVU,Yes,71,,Yes,48.08,No,Yes,DSL,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,87.25,6328.7,0,322.76,3413.68,Female,24,Santa Fe Springs,90670,0,4135,2,0,4,Contract related,98,3,20,8
7558-IMLMT,Yes,67,,Yes,8.82,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.8,1411.9,0,0,590.94,Male,48,Stanton,90680,0,5626,0,0,4,Contract related,98,3,20,7
3590-TCXTB,No,1,,Yes,31.97,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,20.35,0,0,31.97,Male,50,Cerritos,90703,0,2648,1,0,3.5,Contract related,98,3,20,3.7
4114-QMKVN,Yes,56,,Yes,7.31,Yes,Yes,Fiber Optic,76,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,68.75,3815.4,0,0,409.36,Female,25,Surfside,90743,0,6494,0,0,3,Contract related,98,3,20,6.3
2775-SEFEE,No,10,,Yes,29.95,Yes,Yes,Cable,19,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,61.9,619,0,0,299.5,Male,56,Wilmington,90744,0,5188,0,0,3,Contract related,98,3,20,3.7
9003-CPATH,No,42,,Yes,9.46,Yes,Yes,DSL,14,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.9,3313.4,23.47,46.39,397.32,Male,53,Carson,90745,0,2583,1,0,3,Contract related,98,3,20,5.9
9845-QOMAD,Yes,14,Offer D,Yes,26.99,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.75,309.35,6.49,0,377.86,Male,38,Long Beach,90814,0,3958,0,0,3,Contract related,98,3,20,4.3
7672-VFMXZ,Yes,57,,Yes,15.48,No,Yes,DSL,15,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,55.7,3171.6,34.59,476,882.36,Male,31,Long Beach,90815,0,4607,2,0,3,Contract related,98,3,20,6.3
0970-QXPXW,No,1,,Yes,42.42,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,19.65,0,0,42.42,Female,28,Monrovia,91016,0,5454,0,0,3.833333333,Contract related,98,3,20,3.7
1760-CAZHT,No,25,,Yes,3.07,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.8,460.2,21.81,0,76.75,Male,55,Glendale,91202,0,3274,0,0,3.083333333,Contract related,98,3,20,5
8725-JEDFD,No,27,,Yes,34.98,No,Yes,Cable,26,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,69.05,1793.25,22.72,466,944.46,Male,26,Calabasas,91302,0,3241,0,0,3.5,Contract related,98,3,20,5
8071-SBTRN,No,70,,Yes,23.15,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,111.15,7737.55,46.26,1315,1620.5,Female,63,Canoga Park,91304,0,4240,0,0,3.75,Contract related,98,3,20,7
2030-BTZRO,Yes,6,,Yes,41.36,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.4,107.6,0,0,248.16,Male,54,Northridge,91325,0,4628,2,0,3.75,Contract related,98,3,20,3.7
0270-THENM,Yes,72,,Yes,28.37,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,25.24,0,2042.64,Male,62,Mission Hills,91345,0,6233,1,0,3,Contract related,98,3,20,8
5022-KVDQT,No,27,,Yes,25.51,Yes,Yes,Cable,69,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.3,2272.8,29.93,0,688.77,Male,20,Woodland Hills,91364,0,5158,2,0,5,Contract related,98,3,20,5
1036-GUDCL,Yes,60,,Yes,39.76,No,Yes,Cable,76,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,79.05,4663.4,0,0,2385.6,Male,59,Oak Park,91377,0,5275,0,0,3.666666667,Contract related,98,3,20,6.3
9173-IVZVP,Yes,53,,Yes,43.71,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9,1146.05,0,0,2316.63,Female,48,Sherman Oaks,91403,0,4254,3,0,5,Contract related,98,3,20,6.3
3635-JBPSG,No,15,,No,0,No,Yes,DSL,23,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,38.8,603,0,0,0,Female,49,Van Nuys,91406,0,2118,1,0,5,Contract related,98,3,20,4.3
7964-ZRKKG,Yes,67,,Yes,37.6,Yes,Yes,Fiber Optic,23,No,Yes,No,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,88.4,5798.3,0,1334,2519.2,Male,44,Van Nuys,91411,0,6251,3,1,5,Contract related,98,3,20,7
6897-UUBNU,No,29,,Yes,12.92,No,Yes,DSL,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,89.65,2623.65,0,0,374.68,Male,39,North Hollywood,91602,0,2681,0,0,3.333333333,Contract related,98,3,20,5
0531-XBKMM,No,66,,Yes,32.12,Yes,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,65.7,4378.9,0,744,2119.92,Male,37,Azusa,91702,0,5058,0,0,3.777777778,Contract related,98,3,20,7
9700-ZCLOT,No,2,Offer E,Yes,17.03,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20,32.7,0,0,34.06,Male,46,Claremont,91711,0,3922,1,0,5,Contract related,98,3,20,3.7
3508-CFVZL,No,71,Offer A,Yes,49.52,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,111.3,7985.9,0,1517,3515.92,Female,55,El Monte,91731,0,5957,0,0,4.5,Contract related,98,3,20,8
6848-HJTXY,Yes,64,Offer B,Yes,19.98,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.45,1208.6,0,0,1278.72,Female,41,Ontario,91761,0,5628,0,0,3,Contract related,98,3,20,7
6341-AEVKX,Yes,62,Offer B,Yes,44.95,No,Yes,DSL,5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,104.3,6613.65,0,331,2786.9,Female,37,Ontario,91762,0,5905,0,0,3,Contract related,98,3,20,7
0682-USIXD,Yes,21,,Yes,14.81,No,Yes,DSL,25,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.05,1818.9,0,45.47,311.01,Female,40,Diamond Bar,91765,0,2937,1,0,3,Contract related,98,3,20,5
7078-NVFAM,Yes,32,,No,0,No,Yes,Fiber Optic,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.15,1051.05,0,0,0,Female,57,Pomona,91767,0,3163,0,0,3.5,Contract related,98,3,20,5.4
7470-DYNOE,No,53,Offer B,Yes,4.82,No,Yes,DSL,24,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,61.1,3357.9,0,0,255.46,Male,37,Walnut,91789,0,5940,2,0,5,Contract related,98,3,20,6.3
1545-ACTAS,Yes,48,Offer B,Yes,36.18,No,Yes,Fiber Optic,29,Yes,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,99.7,4977.2,0,1443,1736.64,Female,53,West Covina,91791,0,5921,0,0,4.75,Contract related,98,3,20,5.9
1956-YIFGE,Yes,22,,Yes,9.05,No,Yes,DSL,57,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,2090.25,0,0,199.1,Male,36,Boulevard,91905,0,3274,0,0,4.375,Contract related,98,3,20,5
9609-BENEA,Yes,35,Offer C,Yes,45.97,Yes,Yes,Fiber Optic,13,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,69,2441.7,0,0,1608.95,Male,50,Chula Vista,91914,0,5283,2,0,4.125,Contract related,98,3,20,5.4
9945-PSVIP,Yes,25,Offer C,Yes,2.82,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,18.7,383.65,0,0,70.5,Female,36,Dulzura,91917,0,2289,0,0,4,Contract related,98,3,20,5
7242-EDTYC,No,44,Offer B,Yes,14.37,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,819.95,0,0,632.28,Male,48,Pine Valley,91962,0,5860,1,0,3,Contract related,98,3,20,5.9
4616-ULAOA,Yes,65,Offer B,Yes,45.21,Yes,Yes,Cable,19,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.8,7245.9,0,0,2938.65,Female,33,Escondido,92029,0,6332,2,0,4.5,Contract related,98,3,20,7
7746-AWNQW,No,28,Offer C,No,0,No,Yes,DSL,2,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,35.75,961.4,0,0,0,Female,62,La Jolla,92037,0,2431,0,0,4.25,Contract related,98,3,20,5
2314-TNDJQ,Yes,72,Offer A,No,0,No,Yes,DSL,59,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,55.65,3880.05,0,2289,0,Female,28,Oceanside,92056,0,5192,2,0,3.5,Contract related,98,3,20,8
9039-ZVJDC,No,3,,Yes,16.32,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.1,53.05,0,0,48.96,Male,49,Pauma Valley,92061,0,4905,1,0,3,Contract related,98,3,20,3.7
3648-GZPHF,Yes,32,Offer C,No,0,No,Yes,DSL,53,No,No,Yes,Yes,No,No,No,No,One Year,Yes,Mailed Check,36.25,1151.05,0,610,0,Male,48,San Marcos,92069,0,2609,0,0,3,Contract related,98,3,20,5.4
9547-ITEFG,Yes,9,Offer E,Yes,23.42,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.6,897.75,0,26.93,210.78,Male,32,San Diego,92105,0,4062,1,1,4.111111111,Contract related,98,3,20,3.7
