,Customer ID,Referred a Friend,Tenure_in_months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Age,City,Churn Value,CLTV,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction (based  on service calls),Service issue topic,Average Speed of answer in seconds,Acquisition_id,Acquisition Cost,Retenion_cost_per_customer,Number of Referrals,Total Revenue,Satisfaction Score,Senior Citizen,Married,Dependents
2039,7609-YBPXG,No,54,,Yes,18.54,Yes,Yes,Cable,26,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,87.1,4735.2,0.0,1231.0,1001.16,Male,60,Irvine,0,5418,2,0,3.0,Contract related,98.0,3,20,6.3,0,5816.36,3,No,No,No
2040,3703-TTEPD,No,21,,Yes,16.16,No,Yes,Fiber Optic,42,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.35,1424.4,0.0,0.0,339.36,Male,28,Irvine,0,2887,0,0,3.5,Contract related,98.0,3,20,5.0,0,1763.7600000000002,3,No,No,No
2041,2208-NKVVH,Yes,43,,Yes,2.81,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.25,1077.95,0.0,0.0,120.83,Male,60,Costa Mesa,0,4432,0,0,3.75,Contract related,98.0,3,20,5.9,4,1198.78,4,No,Yes,Yes
2042,6586-MYGKD,Yes,70,Offer A,Yes,18.26,Yes,Yes,DSL,18,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.95,5289.8,0.0,95.22,1278.2,Male,46,Newport Beach,0,6280,0,0,3.666666666666667,Contract related,98.0,3,20,7.0,1,6568.0,3,No,Yes,No
2043,3173-NVMPX,Yes,9,,Yes,23.36,Yes,Yes,Fiber Optic,22,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.3,501.2,0.0,0.0,210.24,Female,51,Newport Beach,0,4291,0,0,3.777777777777778,Contract related,98.0,3,20,3.7,1,711.44,5,No,Yes,Yes
2044,2892-GESUL,Yes,18,,Yes,20.0,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,309.25,0.0,0.0,360.0,Female,20,San Juan Capistrano,0,2269,0,0,4.0,Contract related,98.0,3,20,4.3,5,669.25,5,No,Yes,Yes
2045,8034-RYTVV,No,55,,Yes,44.85,Yes,Yes,DSL,48,Yes,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,84.25,4589.85,0.0,2203.0,2466.75,Female,19,Rancho Santa Margarita,0,5735,0,0,4.222222222222222,Contract related,98.0,3,20,6.3,0,7056.6,4,No,No,No
2046,5044-LRQAQ,Yes,7,,Yes,41.22,No,Yes,Fiber Optic,73,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2,477.55,0.0,0.0,288.54,Female,19,Ladera Ranch,0,2551,2,0,4.444444444444445,Contract related,98.0,3,20,3.7,8,766.0899999999999,3,No,Yes,No
2047,1333-PBMXB,Yes,54,,Yes,28.87,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.75,1342.15,0.0,0.0,1558.98,Female,40,Santa Ana,0,6466,2,0,4.666666666666666,Contract related,98.0,3,20,6.3,1,2901.13,3,No,Yes,Yes
2048,6546-OPBBH,Yes,51,,Yes,42.55,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,23.95,1216.35,0.0,0.0,2170.05,Male,40,Santa Ana,0,5895,0,0,4.777777777777778,Contract related,98.0,3,20,6.3,1,3386.3999999999996,5,No,Yes,Yes
2049,5919-VCZYM,No,2,,Yes,40.28,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,42.7,0.0,0.0,80.56,Male,19,Santa Ana,0,4394,1,0,5.0,Contract related,98.0,3,20,3.7,0,123.26,5,No,No,No
2050,2137-DQMEV,Yes,68,Offer A,No,0.0,No,Yes,Cable,19,Yes,Yes,No,No,Yes,No,No,No,One Year,No,Credit Card,44.8,2983.65,0.0,567.0,0.0,Male,39,Tustin,0,4112,1,0,4.2,Contract related,98.0,3,20,7.0,1,2983.65,3,No,Yes,Yes
2051,8174-LNWMW,No,31,,Yes,26.16,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.9,689.35,0.0,0.0,810.96,Female,52,Tustin,0,5581,0,0,3.8,Contract related,98.0,3,20,5.4,0,1500.31,5,No,No,No
2052,2404-JIBFC,Yes,55,,Yes,8.39,Yes,Yes,Fiber Optic,52,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,85.1,4657.95,0.0,2422.0,461.45,Female,37,Anaheim,0,5661,2,1,3.0,Contract related,98.0,3,20,6.3,1,5119.4,3,No,Yes,Yes
2053,4632-PAOYU,Yes,22,Offer D,Yes,37.4,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,433.5,0.0,0.0,822.8,Male,37,Anaheim,0,2233,2,0,3.0,Contract related,98.0,3,20,5.0,1,1256.3,3,No,Yes,Yes
2054,4589-IUAJB,Yes,70,Offer A,Yes,28.54,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.25,1724.15,0.0,0.0,1997.8,Male,36,Garden Grove,0,4118,1,0,4.0,Contract related,98.0,3,20,7.0,1,3721.95,4,No,Yes,No
2055,8457-XIGKN,No,20,Offer D,Yes,29.12,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,356.15,0.0,0.0,582.4,Male,46,Norco,0,5909,2,0,3.5,Contract related,98.0,3,20,4.3,0,938.55,4,No,No,No
2056,1346-PJWTK,Yes,61,,Yes,17.73,No,Yes,Cable,2,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,94.15,5731.85,0.0,115.0,1081.53,Male,63,Corona,0,4806,1,0,3.0,Contract related,98.0,3,20,7.0,1,6813.38,3,No,Yes,No
2057,3057-VJJQE,No,35,,Yes,20.39,Yes,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,55.25,1924.1,0.0,0.0,713.65,Male,64,Yorba Linda,0,5498,1,1,3.272727272727272,Contract related,98.0,3,20,5.4,0,2637.75,3,No,No,No
2058,5982-FPVQN,Yes,37,,Yes,41.03,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.15,3532.85,0.0,530.0,1518.11,Female,40,Camarillo,0,3407,1,0,3.545454545454545,Contract related,98.0,3,20,5.4,2,5050.96,3,No,Yes,Yes
2059,9107-UKCKY,Yes,61,Offer B,Yes,27.88,Yes,Yes,DSL,5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,79.8,4914.8,0.0,0.0,1700.68,Male,36,Carpinteria,0,6432,0,0,3.636363636363636,Contract related,98.0,3,20,7.0,7,6685.48,5,No,Yes,No
2060,4654-ULTTN,Yes,70,Offer A,Yes,8.28,Yes,Yes,Fiber Optic,5,Yes,No,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card,74.8,5315.8,0.0,266.0,579.6,Male,34,Fillmore,0,6447,0,0,3.727272727272728,Contract related,98.0,3,20,7.0,9,5895.4,3,No,Yes,No
2061,4163-HFTUK,No,51,Offer B,Yes,29.33,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.1,1007.8,0.0,0.0,1495.83,Male,34,Oxnard,0,4120,2,1,4.0,Contract related,98.0,3,20,6.3,0,2503.63,4,No,No,No
2062,8215-NGSPE,Yes,42,Offer B,Yes,3.14,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,833.55,0.0,0.0,131.88,Female,63,Oxnard,0,3413,2,1,3.0,Contract related,98.0,3,20,5.9,3,965.43,3,No,Yes,Yes
2063,1998-VHJHK,No,27,,Yes,20.18,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.15,501.35,0.0,0.0,544.86,Female,36,Santa Barbara,0,5606,1,0,5.0,Contract related,98.0,3,20,5.0,0,1046.21,5,No,No,No
2064,5063-IUOKK,No,13,Offer D,Yes,10.11,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,265.75,0.0,0.0,131.43,Male,56,Santa Barbara,0,2016,2,1,4.692307692307693,Contract related,98.0,3,20,4.3,0,397.18,5,No,No,No
2065,2308-STERM,No,2,,Yes,6.65,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,61.05,0.0,0.0,13.3,Female,58,Armona,0,5816,0,0,4.230769230769231,Contract related,98.0,3,20,3.7,0,74.35,5,No,No,No
2066,9670-BPNXF,No,45,Offer B,Yes,8.4,No,Yes,Cable,8,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,62.55,2796.45,0.0,0.0,378.0,Female,48,Glennville,0,2935,1,1,3.090909090909091,Contract related,98.0,3,20,5.9,0,3174.45,3,No,No,No
2067,3913-FCUUW,Yes,72,Offer A,Yes,6.85,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.45,5165.7,0.0,0.0,493.2,Female,52,Hanford,0,4463,1,0,3.181818181818182,Contract related,98.0,3,20,8.0,8,5658.9,3,No,Yes,Yes
2068,9555-SAHUZ,Yes,38,,Yes,46.27,No,Yes,Fiber Optic,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.5,2076.05,0.0,0.0,1758.26,Female,30,Kernville,0,5499,2,0,3.363636363636364,Contract related,98.0,3,20,5.4,5,3834.3100000000004,3,No,Yes,Yes
2069,9932-WBWIK,No,11,Offer D,Yes,47.88,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,215.25,0.0,0.0,526.68,Male,43,Lake Isabella,0,5597,1,2,3.545454545454545,Contract related,98.0,3,20,4.3,0,741.9300000000001,5,No,No,No
2070,5286-YHCVC,Yes,72,,Yes,40.49,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,7470.1,0.0,0.0,2915.28,Male,58,Laton,0,4165,0,0,3.636363636363636,Contract related,98.0,3,20,8.0,4,10385.380000000001,4,No,Yes,No
2071,2087-QAREY,Yes,22,Offer D,Yes,39.83,No,Yes,DSL,16,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.7,1178.75,0.0,18.86,876.26,Female,60,Sequoia National Park,0,5722,0,0,3.904761904761905,Contract related,98.0,3,20,5.0,1,2055.01,3,No,Yes,No
2072,7502-BNYGS,Yes,46,Offer B,Yes,31.88,No,Yes,Fiber Optic,53,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.1,3168.0,0.0,0.0,1466.48,Female,29,Wasco,0,2333,0,0,3.619047619047619,Contract related,98.0,3,20,5.9,7,4634.48,5,No,Yes,No
2073,6147-CBCRA,Yes,33,,Yes,4.15,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,669.45,0.0,0.0,136.95,Female,34,Wofford Heights,0,5759,0,0,3.571428571428572,Contract related,98.0,3,20,5.4,5,806.4000000000001,4,No,Yes,No
2074,7312-XSBAT,No,1,Offer E,Yes,41.79,No,Yes,Cable,14,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.75,49.75,0.0,0.0,41.79,Male,47,Bakersfield,0,2908,0,0,3.380952380952381,Contract related,98.0,3,20,3.7,0,91.53999999999999,4,No,No,No
2075,2371-JQHZZ,Yes,24,,Yes,46.91,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.0,2248.05,0.0,0.0,1125.84,Male,54,Bakersfield,0,5886,0,0,3.285714285714286,Contract related,98.0,3,20,5.0,7,3413.8900000000003,5,No,Yes,No
2076,4396-KLSEH,No,4,Offer E,Yes,6.88,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.85,63.0,0.0,0.0,27.52,Male,26,Bakersfield,0,5918,1,0,3.142857142857143,Contract related,98.0,3,20,3.7,0,90.52,5,No,No,No
2077,6370-ZVHDV,Yes,61,Offer B,Yes,40.37,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.3,1554.9,0.0,0.0,2462.57,Female,52,Buellton,0,4501,1,0,3.666666666666667,Contract related,98.0,3,20,7.0,1,4017.47,4,No,Yes,No
2078,6260-XLACS,No,4,,Yes,23.04,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,117.8,0.0,0.0,92.16,Male,49,Casmalia,0,5018,0,0,4.5,Contract related,98.0,3,20,3.7,0,209.95999999999998,3,No,No,No
2079,2896-TBNBE,Yes,40,Offer B,Yes,12.97,No,Yes,Fiber Optic,24,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80.8,3132.75,0.0,0.0,518.8,Male,46,Guadalupe,0,3387,2,1,4.25,Contract related,98.0,3,20,5.4,5,3651.55,3,No,Yes,No
2080,3841-CONLJ,Yes,1,,No,0.0,No,Yes,Fiber Optic,14,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,35.0,35.0,0.0,0.0,0.0,Female,33,Morro Bay,0,4099,1,0,4.0,Contract related,98.0,3,20,3.7,9,35.0,3,No,Yes,No
2081,4475-NVTLU,Yes,45,Offer B,Yes,17.23,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.2,903.7,0.0,0.0,775.35,Male,21,Paso Robles,0,3451,1,0,3.75,Contract related,98.0,3,20,5.9,6,1679.0500000000002,3,No,Yes,Yes
2082,9585-KKMFD,Yes,41,,Yes,16.02,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.0,879.8,0.0,0.0,656.82,Male,24,San Miguel,0,5743,0,0,3.25,Contract related,98.0,3,20,5.9,5,1536.62,3,No,Yes,Yes
2083,5399-ZIMKF,No,5,,Yes,32.81,No,Yes,DSL,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,383.65,0.0,6.14,164.05,Male,58,San Simeon,0,3319,1,0,3.0,Contract related,98.0,3,20,3.7,0,547.7,3,No,No,No
2084,1813-JYWTO,Yes,72,,Yes,6.23,Yes,Yes,Fiber Optic,27,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,80.45,5737.6,0.0,1549.0,448.56,Female,59,Shandon,0,4202,1,0,4.4,Contract related,98.0,3,20,8.0,4,6316.160000000001,4,No,Yes,No
2085,6476-YHMGA,Yes,15,,Yes,39.77,No,Yes,Cable,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.5,1155.6,0.0,20.8,596.55,Female,63,Benton,0,3851,0,0,4.8,Contract related,98.0,3,20,4.3,5,1752.15,5,No,Yes,Yes
2086,6064-ZATLR,No,27,,Yes,10.55,No,Yes,Fiber Optic,29,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,52.85,1498.65,0.0,0.0,284.85,Female,44,Llano,0,2842,2,0,4.923076923076923,Contract related,98.0,3,20,5.0,0,1783.5,3,No,No,No
2087,9648-BCHKM,Yes,18,,Yes,43.69,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.65,471.35,0.0,0.0,786.42,Female,22,Palmdale,0,5231,2,0,4.846153846153846,Contract related,98.0,3,20,4.3,9,1257.77,3,No,Yes,Yes
2088,8707-HOEDG,Yes,70,,Yes,5.51,Yes,Yes,DSL,85,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,7689.8,0.0,0.0,385.7,Female,26,Palmdale,0,4098,0,0,4.769230769230769,Contract related,98.0,3,20,7.0,4,8225.5,3,No,Yes,Yes
2089,4817-KEQSP,Yes,71,,Yes,16.84,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1326.35,0.0,0.0,1195.64,Female,43,Temecula,0,6342,0,0,4.615384615384615,Contract related,98.0,3,20,8.0,2,2521.99,4,No,Yes,Yes
2090,9251-AWQGT,Yes,48,,Yes,9.77,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,935.9,0.0,0.0,468.96,Female,19,Palmdale,0,2608,0,0,4.538461538461538,Contract related,98.0,3,20,5.9,2,1404.86,5,No,Yes,Yes
2091,9730-DRTMJ,Yes,32,,Yes,15.41,Yes,Yes,Cable,46,Yes,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,72.8,2333.05,0.0,0.0,493.12,Male,26,Coarsegold,0,3278,2,1,4.346153846153846,Contract related,98.0,3,20,5.4,10,2826.17,5,No,Yes,No
2092,4686-UXDML,No,21,,Yes,24.86,Yes,Yes,DSL,48,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.85,1992.55,0.0,956.0,522.06,Female,24,Cutler,0,2113,1,0,4.307692307692307,Contract related,98.0,3,20,5.0,0,2514.6099999999997,3,No,No,No
2093,0932-YIXYU,No,47,,Yes,8.85,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,1029.8,0.0,0.0,415.95,Female,50,Dos Palos,0,5134,1,0,4.269230769230769,Contract related,98.0,3,20,5.9,0,1445.75,3,No,No,No
2094,1116-FRYVH,Yes,48,,No,0.0,No,Yes,DSL,52,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.4,1978.65,0.0,102.89,0.0,Female,29,Kingsburg,0,5701,0,0,4.038461538461538,Contract related,98.0,3,20,5.9,5,2108.65,4,No,Yes,Yes
2095,8679-LZBMD,Yes,44,,Yes,23.75,No,Yes,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.65,3974.15,0.0,0.0,1045.0,Male,30,North Fork,0,3786,0,0,4.0,Contract related,98.0,3,20,5.9,7,5019.15,5,No,Yes,No
2096,0289-IVARM,No,35,,Yes,44.81,No,Yes,Fiber Optic,20,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,0.0,0.0,1568.35,Female,57,Parlier,0,3463,2,0,4.0,Contract related,98.0,3,20,5.4,0,3550.95,4,No,No,No
2097,9761-XUJWD,No,5,,Yes,8.6,No,Yes,Fiber Optic,59,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.6,339.9,0.0,0.0,43.0,Male,22,Fresno,0,5636,1,1,4.0,Contract related,98.0,3,20,3.7,0,382.9,4,No,No,No
2098,3090-QFUVD,No,1,,Yes,4.09,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.3,20.3,0.0,0.0,4.09,Female,48,Reedley,0,2507,1,0,3.333333333333333,Contract related,98.0,3,20,3.7,0,24.39,5,No,No,No
2099,7401-RUBNK,Yes,18,Offer D,Yes,43.29,No,Yes,Fiber Optic,41,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.8,1438.05,0.0,590.0,779.22,Female,25,South Dos Palos,0,4809,2,0,3.0,Contract related,98.0,3,20,4.3,1,2217.27,3,No,Yes,No
2100,2805-AUFQN,No,25,Offer C,Yes,13.93,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,475.2,0.0,0.0,348.25,Female,42,Traver,0,3875,1,0,3.5,Contract related,98.0,3,20,5.0,0,823.45,3,No,No,No
2101,0980-PVMRC,No,40,,No,0.0,No,Yes,Fiber Optic,52,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,50.85,2036.55,0.0,1059.0,0.0,Female,27,Squaw Valley,0,2819,1,1,3.75,Contract related,98.0,3,20,5.4,0,2036.55,3,No,Yes,Yes
2102,7233-DRTRF,Yes,63,,Yes,17.75,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,102.4,6444.05,0.0,967.0,1118.25,Male,47,Fresno,0,5096,1,0,4.0,Contract related,98.0,3,20,7.0,1,7562.3,4,No,Yes,No
2103,8464-EETCQ,No,57,,Yes,19.69,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,18.8,1094.35,0.0,0.0,1122.33,Male,45,Salinas,0,6466,1,0,5.0,Contract related,98.0,3,20,6.3,0,2216.6800000000003,5,No,No,No
2104,6754-LZUKA,Yes,61,,Yes,23.31,Yes,Yes,Cable,51,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.9,4932.5,0.0,0.0,1421.91,Male,29,Escondido,0,4161,1,0,3.0,Contract related,98.0,3,20,7.0,1,6354.41,3,No,Yes,No
2105,0787-LHDYT,No,16,Offer D,Yes,33.44,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.6,330.25,0.0,0.0,535.04,Male,36,Carmel Valley,0,5667,0,0,3.4,Contract related,98.0,3,20,4.3,0,865.29,3,No,No,No
2106,3197-NNYNB,No,65,Offer B,Yes,27.75,Yes,Yes,Cable,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.1,6631.85,0.0,198.96,1803.75,Male,47,Jolon,0,5649,0,0,3.8,Contract related,98.0,3,20,7.0,0,8435.6,3,No,No,No
2107,0402-OAMEN,Yes,72,Offer A,Yes,20.56,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1709.1,0.0,0.0,1480.32,Female,36,Spreckels,0,5335,2,0,3.0,Contract related,98.0,3,20,8.0,4,3189.42,3,No,Yes,Yes
2108,5055-MGMGF,Yes,65,Offer B,Yes,40.71,Yes,Yes,DSL,23,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.05,6914.95,0.0,0.0,2646.15,Female,35,Half Moon Bay,0,5313,0,0,3.0,Contract related,98.0,3,20,7.0,3,9621.1,3,No,Yes,No
2109,2969-QWUBZ,No,2,,No,0.0,No,Yes,Fiber Optic,21,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,51.4,96.8,0.0,0.0,0.0,Female,53,Los Altos,0,2580,2,0,3.0,Contract related,98.0,3,20,3.7,0,96.8,5,No,No,No
2110,9822-BIIGN,No,53,Offer B,Yes,27.56,Yes,Yes,DSL,26,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.85,3827.9,0.0,0.0,1460.68,Male,61,Los Altos,0,4903,1,0,3.0,Contract related,98.0,3,20,6.3,0,5288.58,4,No,Yes,Yes
2111,2971-SGAFL,No,13,Offer D,Yes,38.4,Yes,Yes,Cable,23,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.75,995.35,0.0,22.89,499.2,Female,34,Millbrae,0,5631,1,0,4.0,Contract related,98.0,3,20,4.3,0,1544.55,4,No,No,No
2112,9391-YZEJW,No,62,Offer B,Yes,32.29,Yes,Yes,DSL,26,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.0,5757.2,0.0,149.69,2001.98,Female,42,Mountain View,0,4778,0,0,4.0,Contract related,98.0,3,20,7.0,0,7759.18,3,No,No,No
2113,0281-CNTZX,Yes,63,Offer B,Yes,38.36,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.95,1234.8,0.0,0.0,2416.68,Male,56,Pescadero,0,5151,1,0,4.0,Contract related,98.0,3,20,7.0,2,3651.4799999999996,3,No,Yes,No
2114,8241-JUIQO,No,61,Offer B,Yes,25.91,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.45,1336.35,0.0,0.0,1580.51,Female,24,Sunnyvale,0,4559,2,2,3.5,Contract related,98.0,3,20,7.0,0,2916.8599999999997,4,No,No,No
2115,2194-IIQOF,Yes,71,Offer A,Yes,19.9,Yes,Yes,Cable,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.3,6388.65,0.0,0.0,1412.9,Female,38,Sunnyvale,0,4658,0,0,3.333333333333333,Contract related,98.0,3,20,8.0,7,7801.549999999999,3,No,Yes,No
2116,2122-YWVYA,No,18,Offer D,Yes,15.01,No,Yes,DSL,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1380.4,0.0,0.0,270.18,Female,44,San Francisco,0,4792,1,0,3.3,Contract related,98.0,3,20,4.3,0,1650.5800000000002,4,No,No,No
2117,6603-YRDCJ,Yes,33,Offer C,Yes,15.89,No,Yes,Cable,52,Yes,Yes,No,Yes,No,No,No,No,Two Year,Yes,Credit Card,61.05,2018.4,0.0,1050.0,524.37,Male,19,San Francisco,0,3215,0,0,3.45,Contract related,98.0,3,20,5.4,3,2542.77,3,No,Yes,No
2118,2138-VFAPZ,Yes,14,Offer D,Yes,15.33,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.7,263.65,0.0,0.0,214.62,Female,40,San Francisco,0,2966,2,0,3.55,Contract related,98.0,3,20,4.3,8,478.27,4,No,Yes,Yes
2119,0269-XFESX,Yes,23,,Yes,48.02,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.35,538.5,0.0,0.0,1104.46,Male,22,San Francisco,0,4031,0,0,3.65,Contract related,98.0,3,20,5.0,1,1642.96,5,No,Yes,Yes
2120,0383-CLDDA,No,69,Offer A,Yes,18.47,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.35,5897.4,0.0,165.13,1274.43,Female,42,Stanford,0,6499,0,0,3.8,Contract related,98.0,3,20,7.0,0,7171.83,3,No,No,No
2121,3549-ZTMNH,No,12,,Yes,26.17,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.0,269.65,0.0,0.0,314.04,Male,56,San Mateo,0,3705,0,0,3.9,Contract related,98.0,3,20,4.3,0,583.69,3,No,Yes,Yes
2122,0562-HKHML,Yes,71,Offer A,Yes,18.99,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.9,1626.4,0.0,0.0,1348.29,Male,39,Alameda,0,5574,1,0,4.0,Contract related,98.0,3,20,8.0,9,2974.69,4,No,Yes,Yes
2123,8277-RVRSV,Yes,33,Offer C,Yes,1.71,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.15,800.3,0.0,0.0,56.43,Female,22,Danville,0,4501,1,0,4.0,Contract related,98.0,3,20,5.4,3,856.7299999999999,4,No,Yes,Yes
2124,1628-BIZYP,No,1,,Yes,15.2,No,Yes,Fiber Optic,2,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,85.0,0.0,0.0,15.2,Male,60,Brentwood,0,5754,0,0,4.0,Contract related,98.0,3,20,3.7,0,100.2,4,No,No,No
